StreetName,Suburb,LATITUDE,LONGITUDE
Drummond Street,Carlton,-37.79673653,144.9689539
Cardigan Street,Carlton,-37.80637272,144.9642757
Cardigan Street,Carlton,-37.80626985,144.9642936
Cardigan Street,Carlton,-37.80623479,144.9642997
Cardigan Street,Carlton,-37.80619973,144.9643058
Cardigan Street,Carlton,-37.80616184,144.9643124
Cardigan Street,Carlton,-37.80612111,144.9643195
Cardigan Street,Carlton,-37.80608038,144.9643266
Cardigan Street,Carlton,-37.80603965,144.9643337
Cardigan Street,Carlton,-37.80599892,144.9643408
Cardigan Street,Carlton,-37.80595819,144.9643479
Cardigan Street,Carlton,-37.80591746,144.964355
Cardigan Street,Carlton,-37.80587673,144.9643621
Cardigan Street,Carlton,-37.80580861,144.964374
Cardigan Street,Carlton,-37.80521628,144.9644773
Cardigan Street,Carlton,-37.80518794,144.9644822
Cardigan Street,Carlton,-37.80494903,144.9645239
Cardigan Street,Carlton,-37.8049124,144.9645303
Cardigan Street,Carlton,-37.80487133,144.9645374
Cardigan Street,Carlton,-37.80455086,144.9645903
Cardigan Street,Carlton,-37.8044955,144.9645997
Cardigan Street,Carlton,-37.80444013,144.964609
Cardigan Street,Carlton,-37.80436737,144.9646219
Cardigan Street,Carlton,-37.80434052,144.9646265
Cardigan Street,Carlton,-37.80430215,144.9646331
Cardigan Street,Carlton,-37.80425349,144.9646415
Cardigan Street,Carlton,-37.8042055,144.9646498
Cardigan Street,Carlton,-37.80336828,144.9647941
Cardigan Street,Carlton,-37.80333302,144.9648001
Cardigan Street,Carlton,-37.80329636,144.9648063
Cardigan Street,Carlton,-37.80325829,144.9648128
Cardigan Street,Carlton,-37.80322023,144.9648193
Cardigan Street,Carlton,-37.80318216,144.9648258
Cardigan Street,Carlton,-37.8031441,144.9648322
Cardigan Street,Carlton,-37.80310604,144.9648387
Cardigan Street,Carlton,-37.80306797,144.9648452
Cardigan Street,Carlton,-37.80302991,144.9648517
Cardigan Street,Carlton,-37.80294705,144.9648669
Cardigan Street,Carlton,-37.80290929,144.9648737
Cardigan Street,Carlton,-37.80287152,144.9648804
Webb Dock Drive,Port Melbourne,-37.83869117,144.9052073
Webb Dock Drive,Port Melbourne,-37.83873424,144.9049853
Webb Dock Drive,Port Melbourne,-37.8387773,144.9047632
Webb Dock Drive,Port Melbourne,-37.83882037,144.9045411
Webb Dock Drive,Port Melbourne,-37.83886344,144.9043191
Webb Dock Drive,Port Melbourne,-37.83890651,144.904097
Webb Dock Drive,Port Melbourne,-37.83894957,144.9038749
Webb Dock Drive,Port Melbourne,-37.83899264,144.9036529
Webb Dock Drive,Port Melbourne,-37.8390357,144.9034308
Webb Dock Drive,Port Melbourne,-37.83907877,144.9032087
Webb Dock Drive,Port Melbourne,-37.83912183,144.9029867
Webb Dock Drive,Port Melbourne,-37.83927233,144.9029252
Webb Dock Drive,Port Melbourne,-37.83872227,144.9064768
Webb Dock Drive,Port Melbourne,-37.83813736,144.9094929
Webb Dock Drive,Port Melbourne,-37.83817896,144.9092784
Webb Dock Drive,Port Melbourne,-37.83822055,144.9090639
Webb Dock Drive,Port Melbourne,-37.83826215,144.9088495
Webb Dock Drive,Port Melbourne,-37.83830374,144.908635
Webb Dock Drive,Port Melbourne,-37.83834533,144.9084205
Webb Dock Drive,Port Melbourne,-37.83838692,144.9082061
Webb Dock Drive,Port Melbourne,-37.83842852,144.9079916
Webb Dock Drive,Port Melbourne,-37.83847011,144.9077771
Webb Dock Drive,Port Melbourne,-37.8385117,144.9075626
Webb Dock Drive,Port Melbourne,-37.83855329,144.9073482
Webb Dock Drive,Port Melbourne,-37.83859488,144.9071337
Webb Dock Drive,Port Melbourne,-37.83863647,144.9069192
Cardigan Street,Carlton,-37.80228561,144.964983
Cardigan Street,Carlton,-37.80225991,144.9649875
Cardigan Street,Carlton,-37.80223421,144.964992
Cardigan Street,Carlton,-37.80220851,144.9649966
Cardigan Street,Carlton,-37.80218281,144.9650011
Cardigan Street,Carlton,-37.80215711,144.9650056
Cardigan Street,Carlton,-37.802115,144.9650131
Cardigan Street,Carlton,-37.80205353,144.9650239
Hayward Lane,Melbourne,-37.80929206,144.9669872
Hayward Lane,Melbourne,-37.80934366,144.9670111
Hayward Lane,Melbourne,-37.80938849,144.9670318
Hayward Lane,Melbourne,-37.80942571,144.9670491
Hayward Lane,Melbourne,-37.80948332,144.9670163
Hayward Lane,Melbourne,-37.81004273,144.9672353
Hayward Lane,Melbourne,-37.81008311,144.967254
Hayward Lane,Melbourne,-37.8101252,144.9672735
Hayward Lane,Melbourne,-37.81017179,144.9672951
Hayward Lane,Melbourne,-37.81021225,144.9673138
Hayward Lane,Melbourne,-37.81024067,144.967327
Hayward Lane,Melbourne,-37.81028373,144.967347
Hayward Lane,Melbourne,-37.8103383,144.9673722
Hayward Lane,Melbourne,-37.81037767,144.9673905
Hayward Lane,Melbourne,-37.81040494,144.9674031
Hayward Lane,Melbourne,-37.81044596,144.9674221
Hayward Lane,Melbourne,-37.8104953,144.967445
Hayward Lane,Melbourne,-37.8105392,144.9674653
Hayward Lane,Melbourne,-37.81039438,144.9674815
Hayward Lane,Melbourne,-37.81043657,144.9675011
Hayward Lane,Melbourne,-37.81047876,144.9675206
Hayward Lane,Melbourne,-37.81052095,144.9675402
Hayward Lane,Melbourne,-37.81056314,144.9675597
Jones Lane,Melbourne,-37.8094173,144.9684684
Jones Lane,Melbourne,-37.80945349,144.9684848
Jones Lane,Melbourne,-37.80948968,144.9685013
Jones Lane,Melbourne,-37.80952587,144.9685178
Jones Lane,Melbourne,-37.80956207,144.9685342
Jones Lane,Melbourne,-37.80964193,144.9685731
Jones Lane,Melbourne,-37.80970716,144.9686021
Jones Lane,Melbourne,-37.80977239,144.9686311
Kooringa Way,Port Melbourne,-37.83503201,144.9089014
Kooringa Way,Port Melbourne,-37.83500351,144.9086831
Kooringa Way,Port Melbourne,-37.83497501,144.9084648
Kooringa Way,Port Melbourne,-37.83494651,144.9082465
Kooringa Way,Port Melbourne,-37.834918,144.9080282
Kooringa Way,Port Melbourne,-37.8348895,144.9078099
Kooringa Way,Port Melbourne,-37.83486099,144.9075916
Kooringa Way,Port Melbourne,-37.83483249,144.9073733
Kooringa Way,Port Melbourne,-37.83480398,144.907155
Kooringa Way,Port Melbourne,-37.83477548,144.9069367
Kooringa Way,Port Melbourne,-37.83474697,144.9067184
Kooringa Way,Port Melbourne,-37.83471847,144.9065001
Kooringa Way,Port Melbourne,-37.83468996,144.9062818
Kooringa Way,Port Melbourne,-37.8342338,144.902789
Kooringa Way,Port Melbourne,-37.83420529,144.9025707
Kooringa Way,Port Melbourne,-37.83417677,144.9023524
Kooringa Way,Port Melbourne,-37.83414826,144.9021341
Kooringa Way,Port Melbourne,-37.83410398,144.9019201
Kooringa Way,Port Melbourne,-37.8340491,144.9017117
Kooringa Way,Port Melbourne,-37.83395246,144.9015271
Kooringa Way,Port Melbourne,-37.8338757,144.9013325
Kooringa Way,Port Melbourne,-37.83391919,144.9011009
Leonard Crescent,,-37.78569836,144.9065267
Kooringa Way,Port Melbourne,-37.83404759,144.9009115
Kooringa Way,Port Melbourne,-37.83422661,144.9008415
Kooringa Way,Port Melbourne,-37.83495119,144.9063407
Kooringa Way,Port Melbourne,-37.83492182,144.9061157
Kooringa Way,Port Melbourne,-37.83489244,144.9058908
River Esplanade,Docklands,-37.82158004,144.9357171
River Esplanade,Docklands,-37.82156391,144.9356473
River Esplanade,Docklands,-37.82154779,144.9355776
River Esplanade,Docklands,-37.82153166,144.9355078
River Esplanade,Docklands,-37.82151553,144.935438
River Esplanade,Docklands,-37.8214994,144.9353682
River Esplanade,Docklands,-37.82148327,144.9352984
River Esplanade,Docklands,-37.82146513,144.9352199
South Wharf Drive,Docklands,-37.82200411,144.935765
South Wharf Drive,Docklands,-37.8219761,144.9356438
South Wharf Drive,Docklands,-37.8219515,144.9355374
South Wharf Drive,Docklands,-37.82192691,144.935431
Kooringa Way,Port Melbourne,-37.8345502,144.9011047
Kooringa Way,Port Melbourne,-37.83442652,144.900908
Kooringa Way,Port Melbourne,-37.83510509,144.9068119
Kooringa Way,Port Melbourne,-37.83508231,144.9066429
Kooringa Way,Port Melbourne,-37.83458529,144.9114569
Kooringa Way,Port Melbourne,-37.83466285,144.9112771
Kooringa Way,Port Melbourne,-37.8347404,144.9110974
Kooringa Way,Port Melbourne,-37.83481796,144.9109177
Kooringa Way,Port Melbourne,-37.83489552,144.9107379
Kooringa Way,Port Melbourne,-37.83497307,144.9105582
Kooringa Way,Port Melbourne,-37.83505063,144.9103785
Kooringa Way,Port Melbourne,-37.83512818,144.9101988
Kooringa Way,Port Melbourne,-37.83519202,144.9099289
Kooringa Way,Port Melbourne,-37.83522167,144.9097159
Webb Dock Drive,Port Melbourne,-37.83474409,144.9126316
Webb Dock Drive,Port Melbourne,-37.8348578,144.9128008
Webb Dock Drive,Port Melbourne,-37.83497151,144.9129701
Webb Dock Drive,Port Melbourne,-37.83508522,144.9131393
Webb Dock Drive,Port Melbourne,-37.83519893,144.9133085
Leonard Crescent,,-37.78585124,144.9065001
Webb Dock Drive,Port Melbourne,-37.83531264,144.9134778
Webb Dock Drive,Port Melbourne,-37.8354487,144.9136128
Webb Dock Drive,Port Melbourne,-37.83560224,144.913721
Webb Dock Drive,Port Melbourne,-37.83576183,144.9138088
Webb Dock Drive,Port Melbourne,-37.83593406,144.913854
Webb Dock Drive,Port Melbourne,-37.83610629,144.9138991
Webb Dock Drive,Port Melbourne,-37.83627851,144.9139443
Royal Parade,Parkville,-37.79626348,144.9583185
Royal Parade,Parkville,-37.79617123,144.9583298
Royal Parade,Parkville,-37.79607899,144.9583411
Royal Parade,Parkville,-37.79599575,144.9583513
Royal Parade,Parkville,-37.79589449,144.9583637
Royal Parade,Parkville,-37.79580224,144.958375
Royal Parade,Parkville,-37.79570999,144.9583863
Royal Parade,Parkville,-37.79561775,144.9583976
Royal Parade,Parkville,-37.7955255,144.9584089
Royal Parade,Parkville,-37.79543325,144.9584202
Royal Parade,Parkville,-37.795341,144.9584314
Royal Parade,Parkville,-37.79524876,144.9584427
Royal Parade,Parkville,-37.79515651,144.958454
Little Curran Street,North Melbourne,-37.79180978,144.9438316
Little Curran Street,North Melbourne,-37.79183143,144.9438866
Little Curran Street,North Melbourne,-37.79184938,144.9439322
Little Curran Street,North Melbourne,-37.79186362,144.9439684
QV Urban Market,Melbourne,-37.81060924,144.9662276
QV Urban Market,Melbourne,-37.81061734,144.9662024
QV Square,Melbourne,-37.81035406,144.9655942
QV Square,Melbourne,-37.81035087,144.9656131
QV Square,Melbourne,-37.8103478,144.9656387
Exploration Lane,Melbourne,-37.80929058,144.9684134
Exploration Lane,Melbourne,-37.80918362,144.968286
Exploration Lane,Melbourne,-37.80924246,144.9683131
Exploration Lane,Melbourne,-37.80930129,144.9683403
Bennetts Lane,Melbourne,-37.80886631,144.9676456
Bennetts Lane,Melbourne,-37.80894827,144.9676831
Bennetts Lane,Melbourne,-37.80882599,144.967718
Bennetts Lane,Melbourne,-37.80885706,144.9677323
Bennetts Lane,Melbourne,-37.8088984,144.9677513
Bennetts Lane,Melbourne,-37.8089476,144.967774
Bennetts Lane,Melbourne,-37.80899437,144.9677956
Bennetts Lane,Melbourne,-37.80903741,144.9678154
Bennetts Lane,Melbourne,-37.80907671,144.9678335
Bennetts Lane,Melbourne,-37.80911601,144.9678517
Bennetts Lane,Melbourne,-37.80915469,144.9678695
Bennetts Lane,Melbourne,-37.80919274,144.967887
Bennetts Lane,Melbourne,-37.8092308,144.9679046
Davisons Place,Melbourne,-37.80944107,144.9674993
Davisons Place,Melbourne,-37.80940528,144.9674826
Davisons Place,Melbourne,-37.80952475,144.9674728
Davisons Place,Melbourne,-37.80942601,144.9674272
Davisons Place,Melbourne,-37.80933399,144.9674495
Davisons Place,Melbourne,-37.80928245,144.9674255
Davisons Place,Melbourne,-37.80923091,144.9674016
Davisons Place,Melbourne,-37.80935892,144.9673963
Davisons Place,Melbourne,-37.8093235,144.96738
Davisons Place,Melbourne,-37.80928807,144.9673636
Davisons Place,Melbourne,-37.80925264,144.9673473
Davisons Place,Melbourne,-37.80921722,144.967331
Davisons Place,Melbourne,-37.80918179,144.9673146
Davisons Place,Melbourne,-37.80914637,144.9672983
Hayward Lane,Melbourne,-37.80905745,144.9668203
Hayward Lane,Melbourne,-37.80888612,144.9668115
Hayward Lane,Melbourne,-37.8089258,144.9668298
Hayward Lane,Melbourne,-37.80896548,144.9668482
Hayward Lane,Melbourne,-37.80900516,144.9668665
Lindsay Lane,Kensington,-37.79392199,144.9287884
Lindsay Lane,Kensington,-37.79391481,144.9287247
Lindsay Lane,Kensington,-37.7939073,144.928658
Lindsay Lane,Kensington,-37.79390084,144.9286006
Lindsay Lane,Kensington,-37.79389594,144.9285571
Lindsay Lane,Kensington,-37.79388992,144.9285036
Lindsay Lane,Kensington,-37.79388215,144.9284346
Lindsay Lane,Kensington,-37.793875,144.9283711
Royal Arcade,Melbourne,-37.81486865,144.9641948
Mugg Lane,North Melbourne,-37.79464863,144.9443594
Mugg Lane,North Melbourne,-37.79461687,144.9443648
Mugg Lane,North Melbourne,-37.79458511,144.9443703
Mugg Lane,North Melbourne,-37.7945275,144.9443803
Mugg Lane,North Melbourne,-37.7944644,144.9443912
Mugg Lane,North Melbourne,-37.79441894,144.9443991
Watertank Way,Melbourne,-37.81512896,144.9534932
Challis Lane,Carlton,-37.79531162,144.9673548
Challis Lane,Carlton,-37.79535,144.9673485
Challis Lane,Carlton,-37.79538837,144.9673422
Challis Lane,Carlton,-37.79542675,144.9673359
Import Lane,Docklands,-37.82075535,144.9446904
Import Lane,Docklands,-37.8207114,144.9446702
Merchant Street,Docklands,-37.82069419,144.9442537
Merchant Street,Docklands,-37.82065486,144.9442356
Merchant Street,Docklands,-37.82061553,144.9442175
Buckley Walk,Docklands,-37.82008221,144.9451055
Buckley Walk,Docklands,-37.82003243,144.9450826
Buckley Walk,Docklands,-37.81998265,144.9450597
Buckley Walk,Docklands,-37.81993286,144.9450368
Buckley Walk,Docklands,-37.81988308,144.945014
Buckley Walk,Docklands,-37.81974356,144.9449498
Cardigan Street,Carlton,-37.80040939,144.9653115
Cardigan Street,Carlton,-37.80036474,144.9653191
Cardigan Street,Carlton,-37.8003201,144.9653268
Cardigan Street,Carlton,-37.80027546,144.9653344
Cardigan Street,Carlton,-37.79960207,144.9654497
Cardigan Street,Carlton,-37.79955493,144.9654578
Cardigan Street,Carlton,-37.79950712,144.965466
Cardigan Street,Carlton,-37.79945863,144.9654743
Cardigan Street,Carlton,-37.79941015,144.9654826
Cardigan Street,Carlton,-37.79936166,144.9654909
Cardigan Street,Carlton,-37.79931318,144.9654992
Swanston Street,Carlton,-37.8002865,144.9641735
Swanston Street,Carlton,-37.80024408,144.9641807
Swanston Street,Carlton,-37.80020165,144.964188
Swanston Street,Carlton,-37.80015923,144.9641953
Swanston Street,Carlton,-37.8001168,144.9642026
Swanston Street,Carlton,-37.80007438,144.9642099
Arden Street,North Melbourne,-37.80086885,144.947727
Arden Street,North Melbourne,-37.80086295,144.9476736
Arden Street,North Melbourne,-37.80085694,144.9476192
Arden Street,North Melbourne,-37.80085093,144.9475648
Arden Street,North Melbourne,-37.80084336,144.9474962
Arden Street,North Melbourne,-37.80083652,144.9474343
Arden Street,North Melbourne,-37.80083198,144.9473932
Arden Street,North Melbourne,-37.80082744,144.9473521
Arden Street,North Melbourne,-37.8008229,144.9473109
Arden Street,North Melbourne,-37.80081677,144.9472555
Arden Street,North Melbourne,-37.80080906,144.9471857
Arden Street,North Melbourne,-37.80080219,144.9471234
Arden Street,North Melbourne,-37.80079615,144.9470688
Arden Street,North Melbourne,-37.80064604,144.9481917
Arden Street,North Melbourne,-37.80063827,144.9481226
Arden Street,North Melbourne,-37.80063049,144.9480535
Arden Street,North Melbourne,-37.8006234,144.9479906
Arden Street,North Melbourne,-37.80061699,144.9479337
Arden Street,North Melbourne,-37.80061059,144.9478768
Arden Street,North Melbourne,-37.80060418,144.9478199
Arden Street,North Melbourne,-37.80059778,144.947763
Arden Street,North Melbourne,-37.80059137,144.9477061
Arden Street,North Melbourne,-37.80058507,144.9476502
Arden Street,North Melbourne,-37.80057888,144.9475952
Arden Street,North Melbourne,-37.80057269,144.9475402
Arden Street,North Melbourne,-37.8005665,144.9474852
Arden Street,North Melbourne,-37.8005603,144.9474302
Arden Street,North Melbourne,-37.80046486,144.9465825
Arden Street,North Melbourne,-37.80045825,144.9465238
Arden Street,North Melbourne,-37.80045164,144.9464651
Arden Street,North Melbourne,-37.80044503,144.9464065
Arden Street,North Melbourne,-37.80043843,144.9463478
Arden Street,North Melbourne,-37.80043194,144.9462902
Arden Street,North Melbourne,-37.80042558,144.9462337
Arden Street,North Melbourne,-37.80041922,144.9461772
Arden Street,North Melbourne,-37.80041286,144.9461208
Arden Street,North Melbourne,-37.80063492,144.945633
Arden Street,North Melbourne,-37.80061757,144.9454758
Arden Street,North Melbourne,-37.80060023,144.9453186
Arden Street,North Melbourne,-37.80057843,144.9451136
Cook Street,Port Melbourne,-37.83112768,144.9150514
Cook Street,Port Melbourne,-37.83101385,144.9151948
Cook Street,Port Melbourne,-37.83090606,144.9153309
Cook Street,Port Melbourne,-37.83078801,144.9154905
Cook Street,Port Melbourne,-37.83066427,144.9156788
Cook Street,Port Melbourne,-37.83054077,144.9158752
Cook Street,Port Melbourne,-37.83033611,144.9159601
Cook Street,Port Melbourne,-37.83018926,144.9161284
Cook Street,Port Melbourne,-37.83005202,144.9162857
Cook Street,Port Melbourne,-37.8299244,144.916432
Cook Street,Port Melbourne,-37.82979677,144.9165783
Cook Street,Port Melbourne,-37.82966868,144.9167403
Cook Street,Port Melbourne,-37.82954888,144.9169146
Cook Street,Port Melbourne,-37.82943881,144.9171002
Cardigan Street,Carlton,-37.79890888,144.9655684
Cardigan Street,Carlton,-37.79926425,144.9655075
Import Lane,Docklands,-37.8213268,144.9449531
Import Lane,Docklands,-37.82128284,144.9449329
Import Lane,Docklands,-37.82123888,144.9449127
Import Lane,Docklands,-37.82119493,144.9448924
Import Lane,Docklands,-37.82115097,144.9448722
Import Lane,Docklands,-37.82110701,144.944852
Import Lane,Docklands,-37.82106305,144.9448318
Import Lane,Docklands,-37.8210191,144.9448116
Import Lane,Docklands,-37.82097514,144.9447914
Import Lane,Docklands,-37.82093118,144.9447712
Import Lane,Docklands,-37.82088723,144.944751
Rathdowne Street,Carlton,-37.79422585,144.9708952
Rathdowne Street,Carlton,-37.79418252,144.9709026
Rathdowne Street,Carlton,-37.79413919,144.97091
Rathdowne Street,Carlton,-37.79409586,144.9709175
Rathdowne Street,Carlton,-37.79405253,144.9709249
Rathdowne Street,Carlton,-37.7938972,144.9709515
Rathdowne Street,Carlton,-37.79384413,144.9709606
Rathdowne Street,Carlton,-37.79379106,144.9709697
Rathdowne Street,Carlton,-37.79373799,144.9709788
Rathdowne Street,Carlton,-37.79368492,144.9709879
Rathdowne Street,Carlton,-37.79363185,144.970997
Rathdowne Street,Carlton,-37.79357879,144.9710061
Empress Road,Port Melbourne,-37.84508237,144.9114122
Empress Road,Port Melbourne,-37.84625397,144.9121678
Dynon Road,West Melbourne,-37.80139627,144.9191187
Palmyra Way,Docklands,-37.81368184,144.9432879
Palmyra Way,Docklands,-37.81359043,144.9433741
Palmyra Way,Docklands,-37.81350261,144.9434661
Palmyra Way,Docklands,-37.81340259,144.9435371
Cade Way,Parkville,-37.77817172,144.9388531
Cade Way,Parkville,-37.77820658,144.9389023
Cade Way,Parkville,-37.77824143,144.9389516
Cade Way,Parkville,-37.77827628,144.9390008
Cade Way,Parkville,-37.77831113,144.9390501
Collins Street,Docklands,-37.82113361,144.9439698
Collins Street,Docklands,-37.82109583,144.9438122
Collins Street,Docklands,-37.82105806,144.9436545
Collins Street,Docklands,-37.82102029,144.9434969
Collins Street,Docklands,-37.82098252,144.9433392
Wolseley Parade,Kensington,-37.79599106,144.9300022
Wolseley Parade,Kensington,-37.79603218,144.9299321
Wolseley Parade,Kensington,-37.79606248,144.9298804
Wolseley Parade,Kensington,-37.79608311,144.9298452
Wolseley Parade,Kensington,-37.79610813,144.9298025
Wolseley Parade,Kensington,-37.79614907,144.9297326
Lothian Street,North Melbourne,-37.80343969,144.9445115
Lothian Street,North Melbourne,-37.80339384,144.9445198
David Street,Carlton,-37.79679901,144.9719901
Merchant Street,Docklands,-37.8209039,144.9441083
Merchant Street,Docklands,-37.82087106,144.9440932
Merchant Street,Docklands,-37.82083822,144.9440781
Merchant Street,Docklands,-37.82080538,144.944063
Merchant Street,Docklands,-37.82077254,144.9440479
Merchant Street,Docklands,-37.8207397,144.9440328
Merchant Street,Docklands,-37.82070686,144.9440177
Merchant Street,Docklands,-37.82067402,144.9440026
Seafarer Lane,Docklands,-37.82079119,144.9431811
Seafarer Lane,Docklands,-37.82066727,144.9431242
Seafarer Lane,Docklands,-37.82054335,144.9430672
Seafarer Lane,Docklands,-37.82041943,144.9430102
Swanston Street,Carlton,-37.80615739,144.9628094
Swanston Street,Carlton,-37.80611217,144.9628172
Swanston Street,Carlton,-37.80606695,144.9628251
Swanston Street,Carlton,-37.80602173,144.962833
Swanston Street,Carlton,-37.80597651,144.9628408
Todd Road,Port Melbourne,-37.83390668,144.9133719
Todd Road,Port Melbourne,-37.83376991,144.9132583
Todd Road,Port Melbourne,-37.83363315,144.9131448
Todd Road,Port Melbourne,-37.83349638,144.9130312
Todd Road,Port Melbourne,-37.83335961,144.9129177
Todd Road,Port Melbourne,-37.83322284,144.9128041
Todd Road,Port Melbourne,-37.83308608,144.9126906
Todd Road,Port Melbourne,-37.83294745,144.9125842
Marmion Place,Docklands,-37.81368528,144.94259
Marmion Place,Docklands,-37.81374898,144.9425242
Marmion Place,Docklands,-37.81381269,144.9424583
Palmyra Way,Docklands,-37.81398523,144.9430825
Palmyra Way,Docklands,-37.81388412,144.943151
Palmyra Way,Docklands,-37.81378301,144.9432196
Barry Street,Carlton,-37.8007866,144.9598242
Barry Street,Carlton,-37.80067549,144.9597805
Barry Street,Carlton,-37.80062669,144.9597892
Barry Street,Carlton,-37.80057789,144.9597978
Barry Street,Carlton,-37.80052909,144.9598065
Barry Street,Carlton,-37.80048029,144.9598151
Barry Street,Carlton,-37.80043148,144.9598237
Queensberry Street,Melbourne,-37.80408252,144.9576753
Queensberry Street,North Melbourne,-37.80404774,144.957314
Queensberry Street,North Melbourne,-37.80404083,144.9572531
Queensberry Street,North Melbourne,-37.80403516,144.9572032
Leonard Crescent,,-37.78600454,144.9064776
Queensberry Street,North Melbourne,-37.80403075,144.9571643
Queensberry Street,North Melbourne,-37.80402477,144.9571116
Queensberry Street,North Melbourne,-37.80401701,144.9570433
Queensberry Street,North Melbourne,-37.80400969,144.9569788
Queensberry Street,North Melbourne,-37.80400408,144.9569294
Queensberry Street,North Melbourne,-37.80399954,144.9568894
Queensberry Street,North Melbourne,-37.80399253,144.9568277
Queensberry Street,Melbourne,-37.80385089,144.9579906
Queensberry Street,North Melbourne,-37.80372343,144.9569123
Queensberry Street,North Melbourne,-37.80371854,144.9568691
Queensberry Street,North Melbourne,-37.80371253,144.9568159
Queensberry Street,North Melbourne,-37.8037054,144.9567529
Queensberry Street,North Melbourne,-37.80369827,144.9566898
Queensberry Street,North Melbourne,-37.80369113,144.9566267
Queensberry Street,Carlton,-37.80407441,144.9600387
Queensberry Street,Carlton,-37.80406816,144.9599816
Queensberry Street,Carlton,-37.80406191,144.9599246
Queensberry Street,Carlton,-37.80405565,144.9598675
Queensberry Street,Carlton,-37.8040494,144.9598105
Queensberry Street,Carlton,-37.80404315,144.9597534
Queensberry Street,North Melbourne,-37.80389616,144.9559782
Queensberry Street,North Melbourne,-37.80389066,144.955928
Queensberry Street,North Melbourne,-37.80388516,144.9558778
Queensberry Street,North Melbourne,-37.80387546,144.9557894
Queensberry Street,North Melbourne,-37.80386765,144.9557181
Queensberry Street,North Melbourne,-37.8038212,144.9553161
Queensberry Street,North Melbourne,-37.8038148,144.9552589
Queensberry Street,North Melbourne,-37.8038084,144.9552016
Queensberry Street,North Melbourne,-37.80380199,144.9551444
Queensberry Street,North Melbourne,-37.80379559,144.9550871
Queensberry Street,North Melbourne,-37.80378918,144.9550299
Queensberry Street,North Melbourne,-37.80378278,144.9549726
Queensberry Street,North Melbourne,-37.80345288,144.9544549
Queensberry Street,North Melbourne,-37.80344638,144.9543958
Queensberry Street,North Melbourne,-37.80343988,144.9543367
Queensberry Street,North Melbourne,-37.80343338,144.9542776
Queensberry Street,North Melbourne,-37.8036581,144.9538309
Queensberry Street,North Melbourne,-37.80365252,144.9537804
Queensberry Street,North Melbourne,-37.80364782,144.9537379
Queensberry Street,North Melbourne,-37.80364196,144.9536849
Queensberry Street,North Melbourne,-37.803635,144.9536219
Queensberry Street,North Melbourne,-37.80362814,144.9535599
Queensberry Street,North Melbourne,-37.80362134,144.9534983
Queensberry Street,North Melbourne,-37.8036073,144.9533707
Queensberry Street,North Melbourne,-37.80336145,144.9537178
Queensberry Street,North Melbourne,-37.80335523,144.953662
Queensberry Street,North Melbourne,-37.80334902,144.9536062
Queensberry Street,North Melbourne,-37.8033428,144.9535503
Queensberry Street,North Melbourne,-37.80333658,144.9534945
Queensberry Street,North Melbourne,-37.80333036,144.9534387
Queensberry Street,North Melbourne,-37.80332415,144.9533828
Queensberry Street,North Melbourne,-37.80331793,144.953327
Queensberry Street,North Melbourne,-37.80331171,144.9532712
Queensberry Street,North Melbourne,-37.8033055,144.9532153
Queensberry Street,North Melbourne,-37.80329928,144.9531595
Queensberry Street,North Melbourne,-37.80329287,144.9531019
Queensberry Street,North Melbourne,-37.80316829,144.9519
Queensberry Street,North Melbourne,-37.80316089,144.9518343
Queensberry Street,North Melbourne,-37.80315452,144.9517778
Queensberry Street,North Melbourne,-37.80314815,144.9517212
Queensberry Street,North Melbourne,-37.80314178,144.9516647
Bakehouse Road,Kensington,-37.79983566,144.9319235
Bakehouse Road,Kensington,-37.7999022,144.9320628
Bakehouse Road,Kensington,-37.79994026,144.9321319
Bakehouse Road,Kensington,-37.79992075,144.9320999
Bakehouse Road,Kensington,-37.79997147,144.9321784
Bakehouse Road,Kensington,-37.79999955,144.932217
Bakehouse Road,Kensington,-37.80002488,144.9322518
Bakehouse Road,Kensington,-37.80005068,144.9322873
Victoria Harbour Promenade,Docklands,-37.8194473,144.9423235
Victoria Harbour Promenade,Docklands,-37.81946569,144.9422753
Victoria Harbour Promenade,Docklands,-37.81948407,144.9422271
Victoria Harbour Promenade,Docklands,-37.81950245,144.942179
Victoria Harbour Promenade,Docklands,-37.81952084,144.9421308
Victoria Harbour Promenade,Docklands,-37.81953922,144.9420826
Victoria Harbour Promenade,Docklands,-37.8195576,144.9420344
Victoria Harbour Promenade,Docklands,-37.81957598,144.9419862
Victoria Harbour Promenade,Docklands,-37.81959437,144.9419381
Victoria Harbour Promenade,Docklands,-37.81961275,144.9418899
Victoria Harbour Promenade,Docklands,-37.81963113,144.9418417
Victoria Harbour Promenade,Docklands,-37.81987371,144.9393319
Victoria Harbour Promenade,Docklands,-37.81952914,144.9377601
Victoria Harbour Promenade,Docklands,-37.81905797,144.935611
Bouverie Street,Carlton,-37.80635651,144.9616143
Bouverie Street,Carlton,-37.80631644,144.9616214
Bouverie Street,Carlton,-37.80627637,144.9616285
Bouverie Street,Carlton,-37.8062363,144.9616356
Bouverie Street,Carlton,-37.80619624,144.9616427
Bouverie Street,Carlton,-37.80615617,144.9616499
Bouverie Street,Carlton,-37.8061161,144.961657
Bouverie Street,Carlton,-37.80607603,144.9616641
Bouverie Street,Carlton,-37.80603597,144.9616712
Bouverie Street,Carlton,-37.8059959,144.9616783
